id,column_1,column_2,column_3,column_4,column_5
2843,D,category_6,47,B',2022-04-18
2844,C,category_6,92,A',2023-01-12
2845,B,category_4,64,A',2022-04-02
2846,A,category_6,5,A',2022-05-02
2847,A,category_6,87,C',2022-09-23
2848,D,category_6,70,A',2023-07-24
2849,C,category_9,43,C',2023-07-27
2850,A,category_6,46,B',2023-06-01
2851,A,category_3,95,A',2021-07-22
2852,C,category_7,44,C',2022-04-15
2853,C,category_4,17,C',2023-10-07
2854,A,category_7,42,A',2020-01-09
2855,D,category_5,74,C',2023-03-19
2856,D,category_1,72,A',2020-02-10
2857,D,category_4,64,C',2023-01-04
2858,B,category_4,87,B',2021-06-12
2859,D,category_6,89,B',2020-08-03
2860,C,category_7,15,B',2022-02-26
2861,C,category_8,79,A',2021-08-11
2862,D,category_3,28,A',2021-02-23
2863,D,category_5,55,B',2020-08-06
2864,B,category_3,38,A',2022-02-27
2865,A,category_1,28,A',2022-10-09
2866,B,category_2,39,B',2022-09-09
2867,A,category_6,10,C',2022-11-04
2868,A,category_7,26,B',2020-11-07
2869,D,category_7,39,C',2020-11-21
2870,C,category_7,40,C',2023-04-25
2871,B,category_3,45,A',2020-03-03
2872,C,category_2,75,B',2023-03-22
2873,D,category_6,23,B',2021-09-11
2874,C,category_2,2,B',2021-01-17
2875,A,category_2,83,A',2021-05-06
2876,D,category_9,4,A',2023-02-12
2877,D,category_3,31,A',2020-05-03
2878,B,category_8,10,B',2022-11-01
2879,A,category_5,67,B',2021-08-11
2880,B,category_2,9,C',2021-06-20
2881,B,category_8,36,A',2022-04-10
2882,B,category_2,50,A',2022-07-04
2883,C,category_7,84,B',2020-10-13
2884,D,category_8,76,A',2023-10-03
2885,D,category_6,23,B',2020-01-04
2886,B,category_4,10,A',2020-10-09
2887,D,category_1,63,A',2023-11-02
2888,D,category_4,31,C',2021-03-04
2889,D,category_1,30,C',2023-06-09
2890,C,category_9,44,A',2020-11-08
2891,C,category_8,82,C',2021-04-16
2892,B,category_9,50,C',2023-09-14
2893,A,category_1,40,B',2022-07-10
2894,C,category_2,37,A',2021-01-23
2895,D,category_8,58,C',2023-02-11
2896,D,category_9,47,C',2020-01-18
2897,B,category_5,94,B',2021-03-26
2898,A,category_5,92,B',2022-12-03
2899,D,category_2,59,C',2020-07-12
2900,D,category_1,91,A',2023-01-23
2901,B,category_2,86,A',2023-02-17
2902,B,category_1,2,C',2022-08-23
2903,A,category_6,67,A',2022-11-03
2904,D,category_6,5,A',2020-04-16
2905,D,category_5,50,A',2023-06-02
2906,D,category_1,2,A',2021-11-09
2907,B,category_1,35,C',2020-03-20
2908,A,category_4,17,B',2021-07-14
2909,B,category_5,39,C',2020-11-03
2910,A,category_5,48,A',2020-07-01
2911,D,category_2,70,A',2020-12-26
2912,C,category_2,35,A',2022-09-27
2913,B,category_5,78,B',2023-11-17
2914,A,category_2,44,B',2021-04-18
2915,C,category_1,31,A',2020-12-12
2916,D,category_3,27,C',2020-07-17
2917,C,category_3,9,C',2022-08-18
2918,B,category_8,62,C',2021-03-18
2919,A,category_4,25,B',2020-11-19
2920,D,category_3,70,A',2023-11-01
2921,D,category_8,11,A',2022-06-23
2922,A,category_1,5,A',2021-09-09
2923,B,category_2,96,A',2023-11-16
2924,D,category_7,99,B',2021-11-01
2925,D,category_5,55,C',2022-11-11
2926,D,category_5,14,B',2022-06-22
2927,D,category_8,11,B',2022-09-10
2928,D,category_9,84,B',2022-07-19
2929,C,category_9,76,C',2023-02-24
2930,C,category_4,94,B',2021-06-07
2931,D,category_5,55,C',2021-03-02
2932,C,category_3,33,A',2022-09-16
2933,A,category_2,5,A',2020-10-10
2934,B,category_5,13,C',2021-02-21
2935,A,category_8,89,C',2020-01-26
2936,B,category_7,33,B',2023-04-14
2937,D,category_3,50,A',2020-09-01
2938,A,category_5,8,C',2023-08-07
2939,C,category_6,85,A',2022-04-19
2940,C,category_4,3,B',2023-03-26
2941,D,category_6,27,C',2021-02-02
2942,C,category_5,87,C',2022-07-21
2943,C,category_3,57,B',2022-12-21
2944,B,category_6,92,B',2022-01-04
2945,A,category_4,99,A',2020-05-19
2946,A,category_1,30,C',2023-07-09
2947,D,category_8,96,A',2023-10-12
2948,D,category_9,48,B',2020-01-01
2949,A,category_4,47,B',2021-08-16
2950,D,category_7,25,B',2020-01-24
2951,D,category_7,10,A',2023-04-05
2952,D,category_9,73,A',2020-06-27
2953,B,category_8,38,C',2020-06-17
2954,D,category_7,71,C',2023-09-19
2955,D,category_5,9,A',2021-04-11
2956,B,category_6,16,A',2021-09-08
2957,B,category_6,32,C',2021-04-10
2958,C,category_4,47,C',2020-02-20
2959,C,category_6,12,C',2021-12-27
2960,A,category_5,31,B',2023-06-16
2961,B,category_3,83,C',2021-09-06
2962,D,category_2,28,C',2020-07-07
2963,B,category_7,76,C',2020-06-12
2964,C,category_9,89,B',2023-09-04
2965,C,category_5,17,C',2020-10-03
2966,D,category_5,9,B',2022-09-14
2967,C,category_2,27,B',2021-12-15
2968,C,category_6,10,A',2021-07-14
2969,D,category_9,87,B',2021-04-14
2970,A,category_7,36,A',2023-01-11
2971,D,category_4,49,A',2020-05-13
2972,D,category_4,77,B',2021-11-08
2973,B,category_8,31,A',2023-04-19
2974,C,category_4,24,A',2021-06-13
2975,B,category_6,94,B',2023-09-01
2976,A,category_8,77,C',2021-06-06
2977,A,category_6,79,B',2020-05-05
2978,C,category_4,72,A',2021-08-10
2979,D,category_2,12,B',2022-11-11
2980,C,category_3,59,B',2022-04-04
2981,A,category_8,60,C',2022-09-14
2982,B,category_9,23,A',2020-09-20
2983,B,category_5,56,C',2021-02-26
2984,B,category_2,87,C',2022-10-04
2985,C,category_5,47,C',2023-03-06
2986,C,category_6,59,B',2022-04-15
2987,A,category_8,51,B',2021-04-04
2988,C,category_8,27,B',2023-03-27
2989,A,category_1,92,C',2023-06-16
2990,A,category_5,67,B',2023-03-22
2991,B,category_2,22,B',2020-11-24
2992,C,category_6,27,B',2021-01-05
2993,C,category_3,30,A',2021-06-10
2994,A,category_7,59,A',2020-01-08
2995,A,category_7,93,B',2022-07-04
2996,A,category_2,94,A',2022-11-26
2997,D,category_1,99,C',2021-10-04
2998,C,category_8,39,B',2021-06-15
2999,D,category_6,64,C',2023-03-16
3000,C,category_9,74,B',2022-10-10
